Ticker,CIK,Name,Exchange,SIC,Business,Incorporated,IRS
A,0001090872,Agilent Technologies Inc,NYSE,3825.0,CA,DE,770518772.0
AA,0000004281,Alcoa Inc,NYSE,3350.0,PA,PA,250317820.0
AAACU,0001332552,Asia Automotive Acquisition Corp,,6770.0,DE,DE,203022522.0
AABB,0001287145,Asia Broadband Inc,OTC,8200.0,GA,NV,721569126.0
AABC,0001024015,Access Anytime Bancorp Inc,,6035.0,NM,DE,850444597.0
AAC,0001099290,Sinocoking Coal & Coke Chemical Industries Inc,NASDAQ,3312.0,F4,FL,593404233.0
AACC,0001264707,Asset Acceptance Capital Corp,,6153.0,MI,,800076779.0
AACE,0000849116,Ace Cash Express Inc,,6099.0,TX,TX,752142963.0
AAGC,0001409430,All American Gold Corp,OTC,1040.0,IN,WY,260665571.0
AAI,0000948846,Airtran Holdings Inc,,4512.0,FL,NV,582189551.0
AAIIQ,0001013243,Aaipharma Inc,OTC,8734.0,NC,DE,42687849.0
AAIR,0001303849,Avantair Inc,OTC,4522.0,FL,DE,201635240.0
AAL,0000006201,American Airlines Group Inc,NASDAQ,4512.0,TX,DE,751825172.0
AAMC,0000852015,American Asset Management Corp,OTC,6162.0,NJ,NJ,222902677.0
AAMC,0001555074,Altisource Asset Management Corp,OTC,6500.0,VI,VI,660783125.0
AAME,0000008177,Atlantic American Corp,NASDAQ,6311.0,GA,GA,581027114.0
AAML,0001281629,Adera Mines LTD,,1040.0,A1,,980427221.0
AAMU,0001123648,American Ammunition Inc,,3990.0,FL,NV,912021594.0
AAN,0000706688,Aarons Inc,NYSE,7359.0,GA,GA,580687630.0
AANB,0000356809,Abigail Adams National Bancorp Inc,,6021.0,DC,DE,521508198.0
AANI,0000933955,Amedia Networks Inc,,4813.0,NJ,DE,113223672.0
AAOI,0001158114,Applied Optoelectronics Inc,NASDAQ,3674.0,TX,DE,760533927.0
AAON,0000824142,Aaon Inc,NASDAQ,3585.0,OK,NV,870448736.0
AAOR,0001305748,Healthcare Providers Direct Inc,,5047.0,A1,NV,201063591.0
AAP,0001158449,Advance Auto Parts Inc,NYSE,5531.0,VA,DE,542049910.0
AAPH,0001040482,American Petro-hunter Inc,OTC,1389.0,AZ,NV,980171619.0
AAPL,0000320193,Apple Inc,NASDAQ,3571.0,CA,CA,942404110.0
AAPT,0001362502,All American Pet Company Inc,OTC,2040.0,CA,NV,912186665.0
AARI,0001424864,Patriot Minefinders Inc,,1000.0,A1,NV,
AARS,0001411058,Asia Atlantic Resources,,1000.0,FL,NV,
AASP,0000930245,All American Sportpark Inc,OTC,5900.0,NV,NV,880203976.0
AASR,0000703701,Ushealth Group Inc,,6321.0,TX,DE,731165000.0
AAT,0001500217,American Assets Trust Inc,NYSE,6798.0,CA,MD,
AATI,0001104042,Advanced Analogic Technologies Inc,,3674.0,CA,DE,770462930.0
AAUI,0001419260,Andina Group Inc,OTC,7310.0,UT,NV,201445018.0
AAVG,0001077319,Avstar Aviation Group Inc,OTC,4581.0,TX,CO,760635938.0
AAXT,0001358940,Aamaxan Transport Group Inc,OTC,9995.0,A6,DE,870673375.0
AB,0000801558,Cannon Express Inc,NYSE,4213.0,AR,DE,710650141.0
AB,0000825313,Alliancebernstein Holding LP,NYSE,6282.0,NY,DE,133434400.0
ABAT,0000745651,Advanced Battery Technologies Inc,OTC,3690.0,NY,DE,222497491.0
ABAX,0000881890,Abaxis Inc,NASDAQ,3829.0,CA,CA,770213001.0
ABBB,0001428802,Auburn Bancorp Inc,OTCBB,6035.0,ME,,
ABBC,0001292898,Abington Community Bancorp Inc,,6036.0,PA,PA,
ABBC,0001397533,Abington Bancorp Inc,,6036.0,PA,PA,
ABBK,0000812146,Abington Bancorp Inc,,6036.0,MA,MA,43334127.0
ABBV,0001551152,Abbvie Inc,NYSE,2834.0,IL,DE,320375147.0
ABC,0001140859,Amerisourcebergen Corp,NYSE,5122.0,PA,DE,233079390.0
ABCB,0000351569,Ameris Bancorp,NASDAQ,6022.0,GA,GA,581456434.0
ABCC,0001009624,Wherevertv Broadcasting Corp,,7389.0,PA,DE,133886065.0
ABCD,0001466815,Cambium Learning Group Inc,NASDAQ,2741.0,TX,,270587428.0
ABCO,0001157377,Advisory Board Co,NASDAQ,8741.0,DC,DE,521468699.0
ABCP,0000020639,Ambase Corp,OTC,6512.0,CT,DE,952962743.0
ABCR,0001490700,Varca Ventures Inc,OTC,1000.0,A0,,980658381.0
ABCR,0001528234,Abc Records Management & Data Storage Inc,OTC,4220.0,F4,,
ABCW,0000885322,Anchor Bancorp Wisconsin Inc,OTC,6036.0,WI,DE,391726871.0
ABDV,0000812805,Atlantis Technology Group,,6153.0,FL,NV,954082020.0
ABER,0000841071,Dominion Diamond Corp,NYSE,1000.0,A6,A6,
ABEW,0001297533,Airbee Wireless Inc,,7372.0,MD,DE,460500345.0
ABF,0000003000,Airborne Inc,,4513.0,WA,DE,912065027.0
ABFI,0000772349,American Business Financial Services Inc,,6162.0,PA,DE,870418807.0
ABFS,0000894405,Arkansas Best Corp,NASDAQ,4213.0,AR,DE,710673405.0
ABG,0001144980,Asbury Automotive Group Inc,NYSE,5500.0,GA,DE,10609375.0
ABGTF,0001036140,Assistglobal Technologies Corp,,7372.0,,,
ABGX,0001052837,Abgenix Inc,,2836.0,CA,DE,943248826.0
ABH,0001393066,Resolute Forest Products Inc,NYSE,2621.0,A8,DE,980526415.0
ABHD,0001405858,Abtech Holdings Inc,OTC,1090.0,AZ,NV,141994102.0
ABHH,0001052489,American Bank Note Holographics Inc,,7389.0,NY,DE,133317668.0
ABI,0000077551,Applied Biosystems Inc,NYSE ARCA,3826.0,CT,DE,61534213.0
ABII,0001409012,Abraxis Bioscience Inc,NASDAQ,2834.0,CA,DE,300431735.0
ABIX,0000845779,Abatix Corp,,5084.0,TX,DE,751908110.0
ABK,0000874501,Ambac Financial Group Inc,NASDAQ,6351.0,NY,DE,133621676.0
ABKB,0001332044,American Basketball Association Inc,OTC,6770.0,IN,UT,870376691.0
ABKI,0001400000,Abakan Inc,OTC,3470.0,FL,NV,980507522.0
ABL,0000004611,American Biltrite Inc,,3089.0,MA,DE,41701350.0
ABLE,0001065728,Able Energy Inc,OTC,5990.0,NJ,DE,223520840.0
ABM,0000771497,Abm Industries Inc,NYSE,7340.0,NY,DE,941369354.0
ABMC,0000896747,American Bio Medica Corp,OTC,2834.0,NY,NY,141702188.0
ABMD,0000815094,Abiomed Inc,NASDAQ,3841.0,MA,DE,42743260.0
ABMT,0001385799,Advanced Biomedical Technologies Inc,OTC,3842.0,NY,NV,980516589.0
ABNC,0000721238,American Bancorp Inc,OTC,6022.0,LA,LA,720951347.0
ABNJ,0001330039,American Bancorp Of New Jersey Inc,,6035.0,NJ,NJ,550897507.0
ABNS,0001140472,Alliance Bancshares California,,6021.0,CA,CA,912124567.0
ABOS,0001138862,Arbios Systems Inc,,3841.0,CA,DE,911955323.0
ABOZ,0001342916,American Bonanza Resources Corp,,1000.0,A1,NV,202781289.0
ABPH,0001096182,Advanced Biophotonics Inc,,3829.0,NY,DE,841209909.0
ABPI,0001310094,Accentia Biopharmaceuticals Inc,OTC,2834.0,FL,FL,
ABPR,0000816958,Caspian International Oil Corp,OTC,6770.0,TX,DE,205588710.0
ABR,0001253986,Arbor Realty Trust Inc,NYSE,6798.0,NY,MD,200057959.0
ABRI,0000001923,Servidyne Inc,,1540.0,GA,GA,580522129.0
ABRK,0000803097,Sportsquest Inc,,7900.0,FL,NJ,222742564.0
ABRM,0001112706,Canyon Copper Corp,,1000.0,A1,,880454792.0
ABRX,0000857171,Able Laboratories Inc,,2835.0,NJ,DE,330659916.0
ABS,0000003333,Albertsons Inc,NYSE,5411.0,ID,DE,820184434.0
ABS,0001355833,New Albertsons Inc,,5140.0,ID,DE,204067706.0
ABSC,0001204947,Giant Motorsports Inc,,5900.0,OH,NV,331025552.0
ABT,0000001800,Abbott Laboratories,NYSE,2834.0,IL,IL,360698440.0
ABTL,0001023364,Autobytel Inc,NASDAQ,7370.0,CA,DE,330711569.0
ABTO,0001435161,Ab&t Financial Corp,OTC,6021.0,NC,NC,262588442.0
ABVA,0001181001,Alliance Bankshares Corp,,6021.0,VA,,460488111.0
ABVT,0001043533,Abovenet Inc,NYSE,4899.0,NY,DE,113168327.0
ABWG,0001035632,Watley A B Group Inc,OTC,6211.0,NY,DE,133911867.0
ABWS,0001002360,Absolute Potential Inc,,2851.0,IL,FL,593223708.0
ACA,0001304623,Aca Capital Holdings Inc,NYSE,6351.0,NY,,
ACAD,0001070494,Acadia Pharmaceuticals Inc,NASDAQ,2834.0,CA,DE,61376651.0
ACAI,0000904020,Flyi Inc,,4512.0,VA,DE,133621051.0
ACAP,0001118148,American Physicians Capital Inc,,6324.0,MI,MI,
ACAR,0001429896,Activecare Inc,OTC,3669.0,UT,DE,870578125.0
ACAS,0000817473,American Capital LTD,NASDAQ,nan,MD,,521451377.0
ACAT,0000719866,Arctic Cat Inc,NASDAQ,3790.0,MN,MN,411443470.0
ACBA,0001106980,American Community Bancshares Inc,,6022.0,NC,NC,
ACBP,0001303476,American Community Bancorp Inc,,6035.0,IN,IN,201541152.0
ACC,0001283630,American Campus Communities Inc,NYSE,6798.0,TX,MD,760753089.0
ACCA,0001001463,Acacia Diversified Holdings Inc,OTC,5010.0,FL,TX,752095676.0
ACCL,0001002388,Accelrys Inc,NASDAQ,7372.0,CA,DE,330557266.0
ACCM,0001388132,Hangover Joes Holding Corp,,6552.0,CO,CO,208097969.0
ACCP,0000318306,Access Pharmaceuticals Inc,OTC,2834.0,TX,DE,830221517.0
ACCR,0001041588,Access Power Inc,OTC,4813.0,MI,FL,
ACCY,0001337566,Alternative Construction Company Inc,,3448.0,FL,FL,201776133.0
ACD,0000847917,Asconi Corp,NYSE MKT,2080.0,FL,NV,911395124.0
ACDI,0001071941,Arcadia Resources Inc,NYSE MKT,7200.0,MI,NV,880331369.0
ACDO,0001068887,Accredo Health Inc,,8090.0,TN,DE,621642871.0
ACDQ,0001390449,Arcade Acquisition Corp,,6770.0,CT,,208348580.0
ACE,0000896159,Ace LTD,NYSE,6331.0,V8,V8,
ACEC,0001017526,Ace Comm Corp,,3669.0,MD,MD,521283030.0
ACEL,0000708717,Tamir Biotechnology Inc,,2836.0,CA,DE,222369085.0
ACET,0000002034,Aceto Corp,NASDAQ,5160.0,NY,NY,111720520.0
ACF,0000804269,General Motors Financial Company Inc,,6199.0,TX,TX,752291093.0
ACFC,0001284077,Atlantic Coast Federal Corp,NASDAQ,6035.0,GA,X1,593764686.0
ACFC,0001404296,Atlantic Coast Financial Corp,NASDAQ,6035.0,GA,MD,
ACFN,0000880984,Acorn Energy Inc,NASDAQ,8711.0,DE,DE,222786081.0
ACG,0000816754,Alliancebernstein Income Fund Inc,NYSE,nan,NY,DE,133420585.0
ACGI,0000949394,Amacore Group Inc,OTC,7389.0,TX,DE,593206480.0
ACGL,0000947484,Arch Capital Group LTD,NASDAQ,6331.0,D0,,
ACHC,0001520697,Acadia Healthcare Company Inc,NASDAQ,8093.0,TN,DE,
ACHI,0001132487,Americhip International Inc,,3550.0,MI,,
ACHN,0001070336,Achillion Pharmaceuticals Inc,NASDAQ,2834.0,CT,DE,
ACI,0001037676,Arch Coal Inc,NYSE,1221.0,MO,DE,430921172.0
ACIE,0001138462,Acies Corp,OTC,7389.0,NY,NV,912079553.0
ACIT,0001020998,Aci Telecentrics Inc,,7389.0,MN,,411572571.0
ACIW,0000935036,Aci Worldwide Inc,NASDAQ,7372.0,FL,DE,470772104.0
ACKHQ,0001109304,Armstrong Holdings Inc,,3089.0,PA,PA,233033414.0
ACLA,0001067588,Aclara Biosciences Inc,,3829.0,CA,DE,943222727.0
ACLI,0001324479,American Commercial Lines Inc,,4400.0,IN,DE,753177794.0
ACLO,0000934445,Usmart Mobile Device Inc,,5065.0,K3,,161642709.0
ACLS,0001113232,Axcelis Technologies Inc,NASDAQ,3559.0,MA,DE,341818596.0
ACM,0000868857,Aecom Technology Corp,NYSE,8711.0,CA,DE,611088522.0
ACMC,0000934543,American Church Mortgage Co,OTC,6500.0,MN,MN,411793975.0
ACME,0001092013,Acme Communications Inc,OTC,4833.0,CA,DE,330866283.0
ACMP,0001483096,Access Midstream Partners LP,NYSE,4922.0,OK,DE,800534394.0
ACMR,0001042809,Ac Moore Arts & Crafts Inc,,5945.0,NJ,PA,223527763.0
ACMTA,0000002062,Acmat Corp,OTC,6351.0,CT,CT,60682460.0
ACN,0001134538,Accenture LTD,NYSE,7389.0,D0,,
ACN,0001467373,Accenture PLC,NYSE,7389.0,L2,L2,980627530.0
ACNB,0000715579,Acnb Corp,NASDAQ,6022.0,PA,PA,232233457.0
ACNI,0001123448,American Idc Corp,OTC,7389.0,CA,FL,650941058.0
ACO,0000813621,Amcol International Corp,NYSE,1400.0,IL,DE,360724340.0
ACOM,0001469433,Ancestrycom Inc,NASDAQ,7374.0,UT,DE,261235962.0
ACOR,0001008848,Acorda Therapeutics Inc,NASDAQ,2836.0,NY,,
ACP,0001503290,Avenue Income Credit Strategies Fund,NYSE,nan,NY,,
ACPQL,0001040599,Neenah Foundry Co,,3320.0,WI,WI,391580331.0
ACPW,0001044435,Active Power Inc,NASDAQ,4911.0,TX,DE,742642142.0
ACR,0000787784,American Retirement Corp,,8051.0,TN,TN,621674303.0
ACRE,0001529377,Ares Commercial Real Estate Corp,NYSE,6798.0,IL,MD,453148087.0
ACRG,0000711307,Acr Group Inc,NYSE MKT,5070.0,TX,TX,742008473.0
ACRI,0001228386,Acro Inc,OTC,8742.0,L3,NV,
ACRO,0000883296,Acrodyne Communications Inc,,3663.0,MD,DE,113067564.0
ACRO,0001497251,Acroboo Inc,,7389.0,FL,NV,
ACRU,0001087243,Accrue Software Inc,,7372.0,CA,DE,943238684.0
ACRX,0001427925,Acelrx Pharmaceuticals Inc,NASDAQ,2834.0,CA,DE,
ACS,0000002135,Affiliated Computer Services Inc,,7374.0,TX,DE,510310342.0
ACSF,0001581934,American Capital Senior Floating LTD,NASDAQ,nan,MD,MD,461996220.0
ACSH,0001137587,Renew Energy Resources Inc,,7389.0,LA,NV,880503197.0
ACT,0000884629,Actavis Inc,NYSE,2834.0,NJ,NV,953872914.0
ACT,0001578845,Actavis PLC,NYSE,2834.0,L2,L2,
ACTC,0001140098,Advanced Cell Technology Inc,OTC,2834.0,MA,DE,870656515.0
ACTC,0001437517,Advanced Credit Technologies Inc,OTC,7372.0,MN,NV,
ACTG,0000934549,Acacia Research Corp,NASDAQ,6794.0,CA,DE,954405754.0
ACTI,0001183941,Actividentity Corp,,7372.0,CA,DE,450485038.0
ACTL,0000907687,Actel Corp,OTCBB,3674.0,CA,CA,770097724.0
ACTN,0001296286,Longhai Steel Inc,NASDAQ,3310.0,F4,NV,113699388.0
ACTS,0001342068,Actions Semiconductor Co LTD,NASDAQ,3674.0,F4,E9,
ACTT,0000918709,Act Teleconferencing Inc,OTC,4899.0,CO,CO,841132665.0
ACTU,0001062478,Actuate Corp,,7372.0,CA,DE,943193197.0
ACTV,0001163932,Active Network Inc,NYSE,7372.0,CA,DE,330884962.0
ACU,0000002098,Acme United Corp,NYSE MKT,3420.0,CT,CT,60236700.0
ACUP,0000764794,Rudy Nutrition,,3579.0,NV,NV,112751630.0
ACUR,0000786947,Acura Pharmaceuticals Inc,NASDAQ,2834.0,IL,NY,110853640.0
ACUS,0001115143,Acusphere Inc,OTC,2834.0,MA,DE,43208947.0
ACV,0000003327,Alberto Culver Co,,2844.0,IL,DE,362257936.0
ACV,0001368457,Alberto-culver Co,NYSE,2844.0,IL,DE,
ACVE,0000727347,Active Link Communications Inc,,5065.0,IL,CO,840917382.0
ACW,0000817979,Accuride Corp,NYSE,3714.0,IN,DE,611109077.0
ACXM,0000733269,Acxiom Corp,NASDAQ,7374.0,AR,DE,710581897.0
ACY,0001036848,Aerocentury Corp,NYSE MKT,7359.0,CA,DE,943263974.0
AD,0000801622,Valassis Direct Mail Inc,NYSE,7331.0,CT,DE,60885252.0
ADAC,0001422222,Adama Technologies Corp,OTC,4899.0,FL,DE,980552470.0
ADAM,0000863650,Adam Inc,,7372.0,GA,GA,581878070.0
ADAPQ,0000016357,Ab Liquidating Corp,,3663.0,CA,DE,941668412.0
ADAT,0000885074,Authentidate Holding Corp,NASDAQ,7373.0,NJ,DE,141673067.0
ADB,0000712034,Acco Brands Corp,NYSE,2780.0,IL,DE,362704017.0
ADBE,0000796343,Adobe Systems Inc,NASDAQ,7372.0,CA,DE,770019522.0
ADBL,0001077926,Audible Inc,,7389.0,NJ,,223407945.0
ADBN,0001081751,Americana Publishing Inc,OTC,2741.0,NM,CO,841453702.0
ADC,0000917251,Agree Realty Corp,NYSE,6798.0,MI,DE,383148187.0
ADCC,0000943184,Ever-glory International Group Inc,OTC,2300.0,CA,FL,650548697.0
ADCT,0000061478,Adc Telecommunications Inc,,3661.0,MN,MN,410743912.0
ADDI,0000932127,Addison Davis Diagnostics,,2834.0,CA,DE,721148906.0
ADEC,0001446885,Terrasol Holdings LTD,OTC,1040.0,CA,NV,
ADEP,0000865415,Adept Technology Inc,NASDAQ,3559.0,CA,DE,942900635.0
ADES,0001223112,Ada-es Inc,NASDAQ,2890.0,,CO,841457335.0
ADES,0001515156,Advanced Emissions Solutions Inc,NASDAQ,2890.0,CO,,275472457.0
ADEX,0000884498,Ade Corp,,3825.0,MA,MA,42441829.0
ADF,0000910524,Acm Managed Dollar Income Fund Inc,,nan,NJ,MD,223256305.0
ADG,0000003952,Allied Defense Group Inc,,3480.0,VA,DE,42281015.0
ADG,0001471278,Aberdeen Global Diversified Fixed Income Fund Inc,,nan,PA,MD,
ADGD,0001109744,Andresmin Gold Corp,,9995.0,A1,MT,841365550.0
ADGE,0001378706,American DG Energy Inc,NYSE MKT,4900.0,MA,DE,43569304.0
ADGF,0001059763,Adams Golf Inc,NASDAQ,3949.0,TX,DE,752320087.0
ADGL,0001389217,Alldigital Holdings Inc,OTCBB,5531.0,CA,NV,205354797.0
ADHXF,0001211583,Adherex Technologies Inc,OTC,2836.0,NC,,
ADI,0000006281,Analog Devices Inc,NASDAQ,3674.0,MA,MA,42348234.0
ADI,0000891554,Document Technologies Inc,NASDAQ,nan,NY,NY,
ADIC,0000770403,Advanced Digital Information Corp,,3572.0,WA,WA,911618616.0
ADIF,0001096935,American Development & Investment Fund Inc,,6799.0,FL,,841517715.0
ADK,0001004724,Adcare Health Systems Inc,NYSE MKT,8051.0,GA,OH,311332119.0
ADLAC,0000796486,Adelphia Communications Corp,,4841.0,CO,DE,232417713.0
ADLE,0001085129,Zealous Inc,,6200.0,CA,NV,880325940.0
ADLI,0000874388,American Medical Technologies Inc,OTC,3843.0,TX,DE,382905258.0
ADLR,0001076167,Adolor Corp,,2834.0,PA,,311429198.0
ADLS,0001322734,Advanced Life Sciences Holdings Inc,OTC,2836.0,,,300296543.0
ADLTQ,0001002125,Advanced Lighting Technologies Inc,,3640.0,OH,OH,341803229.0
ADLU,0000894537,Brightec Inc,,3081.0,MA,NV,870438637.0
ADM,0000007084,Archer Daniels Midland Co,NYSE,2070.0,IL,DE,410129150.0
ADMC,0001486315,Americas Diamond Corp,OTCBB,1000.0,X0,NV,271614533.0
ADMD,0001449349,Advanced Medical Isotope Corp,OTC,2810.0,WA,DE,800138937.0
ADMG,0000806514,Advanced Materials Group Inc,,3086.0,CA,NV,330215295.0
ADNC,0001201663,Audience Inc,NASDAQ,3674.0,CA,DE,912061537.0
ADNT,0001129018,Gold Hills Mining LTD,,1040.0,NY,,881471870.0
ADNW,0001029762,Auto Data Network,,7389.0,NY,DE,133944580.0
ADNY,0000700815,Adino Energy Corp,OTC,5171.0,TX,MT,820369233.0
ADP,0000008670,Automatic Data Processing Inc,NASDAQ,7374.0,NJ,DE,221467904.0
ADPI,0001028087,American Dental Partners Inc,,8090.0,MA,DE,43297858.0
ADPT,0000709804,Steel Excel Inc,,1389.0,CA,DE,942748530.0
ADRV,0001445815,US Rare Earth Minerals Inc,,5150.0,NV,NV,262797630.0
ADRX,0001123337,Andrx Corp,,2834.0,FL,DE,651013859.0
ADS,0001101215,Alliance Data Systems Corp,NYSE,7389.0,TX,DE,311429215.0
ADSC,0001052773,Atlantic Data Services Inc,,7374.0,MA,MA,42696393.0
ADSK,0000769397,Autodesk Inc,NASDAQ,7372.0,CA,DE,942819853.0
ADSM,0000901899,Ads Media Group Inc,,7331.0,TX,UT,870505222.0
ADSO,0001103544,Adsero Corp,OTC,3570.0,A8,DE,650602729.0
ADSO,0001403243,Ads In Motion Inc,OTC,7310.0,CA,,954856713.0
ADST,0001091599,Adstar Inc,OTC,7372.0,CA,DE,223666899.0
ADSY,0001452206,Nanoasia LTD,,7389.0,F4,NV,
ADT,0001546640,Adt Corp,NYSE,7381.0,FL,DE,454517261.0
ADTI,0000770034,Advance Display Technologies Inc,,6794.0,CO,CO,840969445.0
ADTM,0001428397,Adaptive Medias Inc,OTCBB,7310.0,CA,NV,260685980.0
ADTN,0000926282,Adtran Inc,NASDAQ,3661.0,AL,DE,630918200.0
ADTR,0001115463,Alliance Distributors Holding Inc,OTC,3577.0,NY,DE,330851302.0
ADUS,0001468328,Addus Homecare Corp,NASDAQ,8082.0,IL,DE,205340172.0
ADVB,0000791833,Advanced Biotherapy Inc,,8731.0,IL,DE,510402415.0
ADVC,0001100820,Advanced Communications Technologies Inc,OTC,7389.0,NY,FL,650738251.0
ADVNB,0000096638,Advanta Corp,,6141.0,PA,DE,231462070.0
ADVP,0001012956,Advancepcs,OTC,5912.0,TX,DE,752493381.0
ADVR,0000786623,Advanced Viral Research Corp,,2834.0,NY,DE,592646820.0
ADVS,0001002225,Advent Software Inc,NASDAQ,7371.0,CA,DE,942901952.0
ADX,0000002230,Adams Express Co,NYSE,nan,MD,MD,134912740.0
ADXM,0001402531,Support Span Inc,OTC,7389.0,NC,NV,208755674.0
ADXS,0001100397,Advaxis Inc,NASDAQ,2834.0,NJ,DE,841521955.0
ADY,0000789868,Feihe International Inc,NYSE,2020.0,CA,UT,870445575.0
ADYE,0001123580,Aradyme Corp,,7372.0,UT,DE,330619254.0
ADYN,0001346848,Eagle Ridge Ventures Inc,,5130.0,WA,NV,760773943.0
ADZA,0000902482,Adeza Biomedical Corp,,3825.0,CA,DE,770054952.0
ADZR,0001102013,Adzone Research Inc,,8700.0,NY,DE,880420405.0
AE,0000002178,Adams Resources & Energy Inc,NYSE MKT,5172.0,TX,DE,741753147.0
AEA,0001299704,Advance America Cash Advance Centers Inc,NYSE,6141.0,SC,DE,582332639.0
AEBF,0000738214,Aemetis Inc,,2860.0,CA,NV,261407544.0
AEC,0000911635,Associated Estates Realty Corp,NYSE,6798.0,OH,OH,341747603.0
AEDU,0000705003,American Education Corp,,7372.0,OK,NV,731621446.0
AEE,0001002910,Ameren Corp,NYSE,4931.0,MO,MO,431723446.0
AEEI,0000854608,American Environmental Energy Inc,OTC,1381.0,CA,MN,411619632.0
AEGA,0001424549,Aegea Inc,OTCBB,5900.0,FL,CO,412230041.0
AEGG,0000843212,American Energy Group LTD,OTC,1311.0,CT,NV,870448843.0
AEGN,0001039160,Aerogen Inc,NASDAQ,3841.0,CA,DE,330488580.0
AEGR,0001338042,Aegerion Pharmaceuticals Inc,NASDAQ,2834.0,MA,DE,202960116.0
AEGY,0001446896,Alternative Energy Partners Inc,OTCBB,2860.0,FL,FL,262862564.0
AEHI,0001421874,Alternate Energy Holdings Inc,OTC,1540.0,ID,NV,205689191.0
AEHR,0001040470,Aehr Test Systems,NASDAQ,3825.0,CA,CA,942424084.0
AEHZF,0001041651,Asia Electronics Holding Co Inc,,3679.0,NY,F5,
AEIS,0000927003,Advanced Energy Industries Inc,NASDAQ,3679.0,CO,DE,840846841.0
AEL,0001039828,American Equity Investment Life Holding Co,NYSE,6311.0,IA,IA,421447959.0
AEMD,0000882291,Aethlon Medical Inc,OTCBB,3826.0,CA,NV,133632859.0
AEN,0000722077,Amc Entertainment Inc,,7830.0,MO,DE,431304369.0
AEN,0001041829,Austral Pacific Energy LTD,,1382.0,Q2,B0,
AENA,0001398235,Id Perfumes Inc,,2844.0,FL,NV,208837626.0
AEND,0001136725,American Enterprise Development Corp,,2080.0,TX,TX,760649310.0
AENG,0001043225,Advanced Engine Technologies Inc,OTC,3510.0,CA,CO,841358194.0
AENP,0001111391,American Energy Production Inc,OTC,1311.0,TX,,
AENS,0001175867,Alternative Energy Sources Inc,,2860.0,MO,,
AENY,0001137239,Americas Energy Co - Aeco,,1000.0,TN,NV,980414501.0
AEO,0000919012,American Eagle Outfitters Inc,NYSE,5651.0,PA,DE,132721761.0
AEOH,0001343257,Novori Inc,,7389.0,A1,DE,470948014.0
AEP,0000004904,American Electric Power Co Inc,NYSE,4911.0,OH,NY,134922640.0
AEPI,0000785787,Aep Industries Inc,NASDAQ,3081.0,NJ,DE,221916107.0
AER,0001378789,Aercap Holdings NV,NYSE,7359.0,P7,P7,
AERG,0000879911,Applied Energetics Inc,OTC,3812.0,AZ,DE,770262908.0
AERI,0001337553,Aerie Pharmaceuticals Inc,NASDAQ,2836.0,NC,DE,203109565.0
AERO,0001316644,Aerogrow International Inc,OTC,5200.0,CO,NV,460510685.0
AERR,0001277270,Telanetixinc,,7385.0,WA,DE,770622733.0
AERT,0000849706,Advanced Environmental Recycling Technologies Inc,OTC,2430.0,AR,DE,710675758.0
AES,0000874761,Aes Corp,NYSE,4991.0,VA,DE,541163725.0
AESK,0001043432,American Skiing Co,,7990.0,ME,DE,43373730.0
AESP,0001026744,Aesp Inc,,3576.0,FL,FL,592327381.0
AET,0001122304,Aetna Inc,NYSE,6324.0,CT,PA,232229683.0
AETC,0000874389,Applied Extrusion Technologies Inc,,3081.0,DE,DE,510295865.0
AETI,0001043186,American Electric Technologies Inc,NASDAQ,3620.0,TX,FL,593410234.0
AEXB,0000351129,Amerex Group Inc,,4953.0,OK,OK,204898182.0
AEXP,0001388486,Spotlight Innovation Inc,OTC,1389.0,IA,NV,980518266.0
AEY,0000874292,Addvantage Technologies Group Inc,NASDAQ,5000.0,OK,OK,731351610.0
AF,0000910322,Astoria Financial Corp,NYSE,6035.0,NY,DE,113170868.0
AFAM,0000799231,Almost Family Inc,NASDAQ,8300.0,KY,DE,61153720.0
AFAN,0001501489,Af Ocean Investment Management Co,OTC,5812.0,NY,FL,141877754.0
AFB,0001162027,Alliancebernstein National Municipal Income Fund,NYSE,nan,NY,,
AFBA,0001158865,Allied First Bancorp Inc,OTCBB,6035.0,IL,,364482786.0
AFBC,0001023398,Advance Financial Bancorp,,6035.0,WV,DE,550753533.0
AFCB,0001472093,Athens Bancshares Corp,NASDAQ,6035.0,TN,,270920126.0
AFCI,0000898805,Advanced Fibre Communications Inc,,3661.0,CA,DE,680277743.0
AFCO,0001040660,Applied Films Corp,,3674.0,CO,CO,841311581.0
AFDG,0001296595,Cross Canyon Energy Corp,,1311.0,TX,NV,562458730.0
AFEM,0000820608,Quantrx Biomedical Corp,,3841.0,OR,NV,330202574.0
AFFI,0001007508,Affinity Technology Group Inc,,6794.0,SC,DE,570991269.0
AFFM,0001282453,Friendco Restaurants Inc,OTC,nan,MD,MD,522037752.0
AFFM,0001282543,Affirmative Insurance Holdings Inc,OTC,6331.0,TX,DE,752770432.0
AFFS,0001143997,American Fiedlity Financial Services Inc,,5900.0,TX,,752912201.0
AFFW,0001433821,Affinity Mediaworks Corp,OTCBB,7350.0,NY,NV,753265854.0
AFFX,0000913077,Affymetrix Inc,NASDAQ,3826.0,CA,DE,770319159.0
AFFY,0001158223,Affymax Inc,OTC,2834.0,CA,DE,
AFG,0001042046,American Financial Group Inc,NYSE,6331.0,OH,OH,311544320.0
AFGI,0001012316,Firepond Inc,,7310.0,MA,DE,841249735.0
